studentno,gpa,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,count
2130101,2.31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130102,2.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130103,1.97,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130104,2.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130105,2.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130106,2.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130107,2.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130108,2.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130109,2.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130110,1.61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130111,2.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130112,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130113,2.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130114,2.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130115,1.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130116,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130117,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130118,2.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130119,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130120,2.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130121,2.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130122,1.54,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130123,2.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130124,2.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130125,1.49,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130126,2.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130127,2.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130128,2.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130129,1.87,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130130,2.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130131,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130132,1.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130133,2.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130134,2.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130135,1.91,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130136,2.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130137,2.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130138,2.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130139,2.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130140,2.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130141,1.51,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130142,2.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130143,2.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130144,2.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130145,1.47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130146,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130147,2.81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130148,2.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130149,1.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130150,1.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130151,1.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130152,1.68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130153,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130154,1.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,14
2130155,1.76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2130156,2.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2130157,2.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
